protocol,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,normal
6,59338713.0,1052.7528630423785,1.3987495819129074,0.40445771043264794,0.9942918714802594,24,59,3911,58558,731,60,162.95833333333334,155.07296109860314,1514,54,992.5084745762712,635.5578991315587,1514,54,752.6385542168674,659.9498261015026,435533.77297140355,480,1180,20,23,723642.8414634146,59144367.0,0.0,6491195.812247101,59338713.0,59144367.0,0.0,2579944.0434782607,12059584.307668189,59282399.0,59155331.0,2.0,1022110.3275862068,7699936.062646614,13,24,0,0,0,2,0,37,82,0,0,2.4583333333333335,752.6385542168674,64240,64240,59128604.0,9257.0,19726495.0,27861501.600375418,59133513.0,8327.0,8460376.142857144,20687222.5985341,1373.0,7.0,6612.833333333333,5.0,960811.7564730580825752274318,8902176.351806147632936953107,162.95833333333334,992.5084745762712,0,24,59,3911,58558,normal
6,59325859.0,141.15261272491645,0.5393937911628047,0.2528408396075647,0.28655295155524,15,17,2129,6245,716,60,141.93333333333334,168.0108991173555,1454,54,367.3529411764706,525.5554978447841,1454,54,261.6875,415.4773186874947,172621.40234375,300,340,20,14,1913737.3870967743,59120645.0,0.0,10444511.55006407,59325859.0,59120713.0,0.0,4237561.357142857,15221857.987832416,59260730.0,59120701.0,44.0,3703795.625,14308588.451942984,7,9,0,0,0,2,0,16,31,0,0,1.1333333333333333,261.6875,64240,64240,59104940.0,3338.0,14791756.25,25584230.774712738,59098529.0,6107.0,9867222.5,22016911.07643478,0,0,0,0,0,0,141.93333333333334,367.3529411764706,0,15,17,2129,6245,normal
6,59284050.0,124.48542230161401,0.4216985850325678,0.20241532081563254,0.21928326421693525,12,13,1681,5699,727,60,140.08333333333334,182.5967589769569,1514,54,438.38461538461536,589.1796824610062,1514,54,295.2,467.6786075928639,218723.28,240,260,20,11,2470168.75,59102637.0,7.0,11808691.997904453,59284050.0,59102637.0,191.0,5389459.090909091,16985604.09188597,59261987.0,59144767.0,7.0,4938498.916666667,16343808.321571417,5,6,0,0,0,2,0,11,24,0,0,1.0833333333333333,295.2,64240,64240,27453.0,20334.0,23893.5,3559.5,59060637.0,6100.0,8450060.57142857,20661682.570567653,0,0,0,0,0,0,140.08333333333334,438.38461538461536,0,12,13,1681,5699,normal
6,73360135.0,8410.985067025844,44.2883590658605,23.977600368374457,20.31075869748604,1759,1490,413718,203313,1514,54,235.20068220579876,335.53963236654494,269,60,136.451677852349,63.006173239709845,1514,54,189.91412742382272,255.3348793204412,65195.90059758426,35180,29800,20,644,22586.248460591134,6963334.0,0.0,267321.20096764265,73318145.0,6963890.0,3.0,41705.42946530148,363256.68808209343,73359939.0,6963334.0,0.0,49267.92411014104,393192.8660144413,610,1117,0,0,0,0,0,1727,3249,0,0,0.847072200113701,189.91412742382272,64240,65535,6953021.0,177.0,356131.37765957444,1053930.8294584062,6951577.0,5186.0,283761.58898305084,948769.431547181,2506.0,4.0,601.1242937853108,5.5875706214689265,2920178.675470965235968149155,664669.7235097889778732867727,235.20068220579876,136.451677852349,0,1759,1490,413718,203313,normal
6,59192559.0,168.8218953331617,0.5068204603217104,0.21962219947274114,0.2871982608489692,13,17,3217,6776,1498,60,247.46153846153845,401.5204976824615,1514,54,398.5882352941176,541.6238176646146,1514,54,333.1,491.6350509609067,241705.02333333335,260,340,20,12,2041122.7241379311,59043738.0,3.0,10772486.662368016,59192559.0,59043897.0,99.0,4932713.25,16315144.161358913,59133680.0,59043805.0,3.0,3695855.0,14290781.940878997,7,7,0,0,0,2,0,14,29,0,0,1.3076923076923077,333.1,64240,64240,59028801.0,22243.0,29525522.0,29503279.0,59019140.0,10007.0,9849028.5,21989543.26276283,0,0,0,0,0,0,247.46153846153845,398.5882352941176,0,13,17,3217,6776,normal
6,59138427.0,147.26465416471086,0.507284375352087,0.21982322931923773,0.28746114603284934,13,17,2039,6670,729,60,156.84615384615384,181.4598265155493,1514,54,392.3529411764706,531.8616517563535,1514,54,290.3,433.80280850481677,188184.87666666674,260,340,20,12,2039256.103448276,58944887.0,5.0,10754159.957412,59138427.0,58944980.0,43.0,4928202.25,16286684.057299094,59079405.0,58944989.0,5.0,3692462.8125,14266145.57529722,7,7,0,0,0,2,0,14,29,0,0,1.3076923076923077,290.3,64240,64240,58924943.0,11030.0,19653550.0,27769068.855838973,58915779.0,9298.0,9833928.333333334,21950071.908232044,0,0,0,0,0,0,156.84615384615384,392.3529411764706,0,13,17,2039,6670,normal
6,58563264.0,151.86995041806415,0.5122665294065577,0.23905771372306026,0.2732088156834974,14,16,3084,5810,910,60,220.28571428571428,267.75346564955413,1514,54,363.125,489.2075064581491,1514,54,296.46666666666664,407.6441858069635,166173.7822222222,280,320,20,13,2019422.896551724,58388199.0,1.0,10652705.35576397,58563264.0,58388311.0,37.0,4504866.461538462,15554825.388709385,58495119.0,58388331.0,5.0,3899674.6,14562710.112842005,8,6,0,0,0,2,0,14,29,0,0,1.1428571428571428,296.46666666666664,64240,64240,58367697.0,15092.0,19473699.0,27502211.366405513,58386743.0,5560.0,9746419.0,21752616.451306004,0,0,0,0,0,0,220.28571428571428,363.125,0,14,16,3084,5810,normal
6,58538844.0,101.14651392842674,0.4612322033554335,0.2049920903801927,0.25624011297524085,12,15,2458,3463,1290,60,204.83333333333334,332.56574120348336,1514,54,230.86666666666667,375.3497687342952,1514,54,219.2962962962963,357.20258955707834,127593.68998628258,240,300,20,11,2251494.0,58371357.0,4.0,11223977.69827236,58538844.0,58371482.0,35.0,5321713.090909091,16775820.102989998,58482460.0,58371442.0,5.0,4177318.5714285714,15030747.99973449,7,6,0,0,0,2,0,13,26,0,0,1.25,219.2962962962963,64240,64240,58352401.0,1707.0,14598956.0,25261064.46943242,58369021.0,5912.0,9739947.5,21747583.57942682,0,0,0,0,0,0,204.83333333333334,230.86666666666667,0,12,15,2458,3463,normal
17,190259.0,56517.694300926625,89.35188348514393,36.79195202329456,52.559931461849374,7,10,2289,8464,1399,73,327.0,449.8580728566352,1399,69,846.4,565.0860465451257,1399,69,632.5294117647059,580.0949331686058,336510.13148788933,56,80,8,7,11891.1875,91154.0,12.0,23485.35595647517,145333.0,91980.0,43.0,24222.166666666668,31687.518349326263,171028.0,91821.0,12.0,19003.11111111111,29992.937459210276,0,0,0,0,0,0,0,0,0,0,0,1.4285714285714286,632.5294117647059,0,0,16844.0,12901.0,14872.5,1971.5,86054.0,15614.0,40299.666666666664,32386.879404406278,0,0,0,0,0,0,327.0,846.4,0,7,10,2289,8464,normal
17,94179.0,160322.36485840793,222.97964514382187,84.94462672145595,138.0350184223659,8,13,2281,12818,1399,73,285.125,427.4597751543413,1399,69,986.0,547.1839797474956,1399,69,719.0,608.9352925198132,370802.1904761905,64,104,8,8,4708.95,42635.0,5.0,9827.634509255013,51544.0,21407.0,215.0,7363.428571428572,7129.507353389911,76033.0,43026.0,5.0,6336.083333333333,12867.149136841548,0,0,0,0,0,0,0,0,0,0,0,1.625,719.0,0,0,15151.0,11061.0,13106.0,2045.0,41426.0,9275.0,22949.0,13557.858901758787,0,0,5454.0,5.0,0,8352220.520673813169984686064,285.125,986.0,0,8,13,2281,12818,normal
