src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
34.120.237.76,192.168.57.139,443,37164,6,2024-04-19 18:30:51,54120685.0,13.19273767506823,0.20324945998004273,0.11086334180729604,0.0923861181727467,6,5,363,351,93,54,60.5,14.534441853748634,93,60,70.2,13.362634470792052,93,54,64.9090909090909,14.822921718219485,219.71900826446287,120,100,20,1,5412068.5,54090129.0,1.0,16226021.230899693,54120437.0,54090751.0,126.0,10824087.4,21633332.85696416,54109827.0,54090129.0,1.0,13527456.75,23418870.953208357,2,2,0,0,2,0,0,4,11,0,0,0.8333333333333334,64.9090909090909,64240,16224,0,0,0,0,54079588.0,10541.0,27045064.5,27034523.5,0,0,0,0,0,0,60.5,70.2,0,6,5,363,351
142.250.189.163,192.168.57.139,443,56910,6,2024-04-19 18:30:51,54119844.0,13.192942684757185,0.20325261839261768,0.11086506457779147,0.09238755381482622,6,5,363,351,93,54,60.5,14.534441853748634,93,60,70.2,13.362634470792052,93,54,64.9090909090909,14.822921718219485,219.71900826446287,120,100,20,1,5411984.4,54085251.0,54.0,16224423.3737674,54119460.0,54085980.0,108.0,10823892.0,21631045.079649232,54104204.0,54085251.0,79.0,13526051.0,23416865.990989145,2,2,0,0,2,0,0,4,11,0,0,0.8333333333333334,64.9090909090909,64240,20604,0,0,0,0,54069926.0,15325.0,18033539.666666668,25481573.14576427,0,0,0,0,0,0,60.5,70.2,0,6,5,363,351
142.250.191.67,192.168.57.139,443,44388,6,2024-04-19 18:30:51,54121539.0,13.192529502902717,0.2032462528458402,0.11086159246136737,0.09238466038447281,6,5,363,351,93,54,60.5,14.534441853748634,93,60,70.2,13.362634470792052,93,54,64.9090909090909,14.822921718219485,219.71900826446287,120,100,20,1,5412153.9,54084047.0,0.0,16223965.834198577,54121155.0,54084609.0,112.0,10824231.0,21630190.37906372,54104622.0,54084047.0,0.0,13526155.5,23416110.835359834,2,2,0,0,2,0,0,4,11,0,0,0.8333333333333334,64.9090909090909,64240,62780,0,0,0,0,54067393.0,16654.0,27042023.5,27025369.5,0,0,0,0,0,0,60.5,70.2,0,6,5,363,351
142.250.191.67,192.168.57.139,443,47438,6,2024-04-19 18:30:51,54120440.0,13.192797397803862,0.20325038007821075,0.11086384367902404,0.0923865363991867,6,5,363,351,93,54,60.5,14.534441853748634,93,60,70.2,13.362634470792052,93,54,64.9090909090909,14.822921718219485,219.71900826446287,120,100,20,1,5412044.0,54085623.0,23.0,16224527.539167969,54120184.0,54086005.0,166.0,10824036.8,21630985.181716748,54104919.0,54085623.0,23.0,13526229.75,23416977.606657498,2,2,0,0,2,0,0,4,11,0,0,0.8333333333333334,64.9090909090909,64240,63910,0,0,0,0,54070405.0,15218.0,18033680.0,25481812.619384293,0,0,0,0,0,0,60.5,70.2,0,6,5,363,351
185.199.110.133,192.168.57.139,443,52882,6,2024-04-19 18:30:53,54036910.0,13.657331627585663,0.20356456355479985,0.11103521648443629,0.09252934707036357,6,5,387,351,93,54,64.5,15.46770829825802,93,60,70.2,13.362634470792052,93,54,67.0909090909091,14.822921718219483,219.71900826446281,120,100,20,2,5403691.0,53996737.0,36.0,16197683.722200036,54036679.0,53997156.0,82.0,10807335.8,21594911.705622613,54017985.0,53996737.0,36.0,13504496.25,23378207.44306903,2,2,0,0,2,0,1,4,10,0,0,0.8333333333333334,67.0909090909091,64240,0,0,0,0,0,53978046.0,18658.0,18005131.666666668,25436691.66414632,0,0,0,0,0,0,64.5,70.2,0,6,5,387,351
185.199.108.154,192.168.57.139,443,58076,6,2024-04-19 18:30:53,54036765.0,13.657368275099369,0.203565109791454,0.11103551443170219,0.09252959535975182,6,5,387,351,93,54,64.5,15.46770829825802,93,60,70.2,13.362634470792052,93,54,67.0909090909091,14.822921718219483,219.71900826446281,120,100,20,2,5403676.5,53992131.0,41.0,16196153.692324849,54036535.0,53992634.0,208.0,10807307.0,21592665.5820464,54013308.0,53992131.0,99.0,13503327.0,23376223.294189848,2,2,0,0,2,0,1,4,10,0,0,0.8333333333333334,67.0909090909091,64240,0,0,0,0,0,53968998.0,23133.0,26996065.5,26972932.5,0,0,0,0,0,0,64.5,70.2,0,6,5,387,351
142.250.72.196,192.168.57.139,443,41112,6,2024-04-19 18:30:53,54036156.0,13.213375133493953,0.20356740401741383,0.11103676582768027,0.09253063818973356,6,5,363,351,93,54,60.5,14.534441853748634,93,60,70.2,13.362634470792052,93,54,64.9090909090909,14.822921718219485,219.71900826446287,120,100,20,1,5403615.6,54004390.0,10.0,16200259.346330434,54035857.0,54004818.0,85.0,10807171.4,21598824.522969734,54024951.0,54004390.0,10.0,13506237.75,23381620.510607284,2,2,0,0,2,0,0,4,11,0,0,0.8333333333333334,64.9090909090909,64240,30380,0,0,0,0,53993471.0,10919.0,27002195.0,26991276.0,0,0,0,0,0,0,60.5,70.2,0,6,5,363,351
192.168.57.139,185.199.109.154,55896,443,6,2024-04-19 18:31:48,23216.0,22872.157133011715,344.5899379738112,172.2949689869056,172.2949689869056,4,4,291,240,93,60,72.75,13.808964479641476,78,54,60.0,10.392304845413264,93,54,66.375,13.783481962116829,189.984375,80,80,20,4,3316.5714285714284,22145.0,24.0,7688.210006369546,23216.0,22835.0,85.0,7738.666666666667,10675.067223311627,22488.0,22145.0,153.0,7496.0,10358.418251193889,2,1,0,0,1,0,1,3,7,0,0,1.0,66.375,65535,64239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.75,60.0,0,4,4,291,240
192.168.57.139,185.199.110.133,52890,443,6,2024-04-19 18:31:49,15572.0,34099.666067300284,513.74261494991,256.871307474955,256.871307474955,4,4,291,240,93,60,72.75,13.808964479641476,78,54,60.0,10.392304845413264,93,54,66.375,13.783481962116829,189.984375,80,80,20,4,2224.5714285714284,14837.0,74.0,5149.2059819838205,15572.0,15117.0,209.0,5190.666666666667,7018.993865853487,15244.0,14837.0,157.0,5081.333333333333,6898.4025364975305,2,1,0,0,1,0,1,3,7,0,0,1.0,66.375,62780,64239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.75,60.0,0,4,4,291,240
192.168.57.139,185.199.111.133,34114,443,6,2024-04-19 18:31:51,16226.999999999998,32723.239046034392,493.00548468601716,246.50274234300858,246.50274234300858,4,4,291,240,93,60,72.75,13.808964479641476,78,54,60.0,10.392304845413264,93,54,66.375,13.783481962116829,189.984375,80,80,20,4,2318.1428571428573,15076.0,51.0,5209.117266282028,16227.0,15527.0,143.0,5409.0,7156.502497728901,15622.0,15076.0,122.0,5207.333333333333,6979.2901899516655,2,1,0,0,1,0,1,3,7,0,0,1.0,66.375,62780,64239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.75,60.0,0,4,4,291,240
192.168.57.139,185.199.111.133,34126,443,6,2024-04-19 18:31:53,22370.0,23737.14796602593,357.62181493071074,178.81090746535537,178.81090746535537,4,4,291,240,93,60,72.75,13.808964479641476,78,54,60.0,10.392304845413264,93,54,66.375,13.783481962116829,189.984375,80,80,20,4,3195.714285714286,21562.0,36.0,7498.658484103972,22370.0,22073.0,36.0,7456.666666666667,10335.716596131859,21826.0,21562.0,102.0,7275.333333333333,10102.228577013204,2,1,0,0,1,0,1,3,7,0,0,1.0,66.375,65535,64239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.75,60.0,0,4,4,291,240
